status,ticket_id,priority,channel,topic,agent_group,agent_name,created_time,first_response_time,resolution_time,survey_results,product_group,support_level,country,creation_hours,first_response_hours,response_hours,SLA_status
Resolved,2877,Low,Email,Pricing and Licensing,1st line support,Connor Danielovitch,2023-08-15 22:21:29,2023-08-15 23:08:49,2023-08-21 15:04:31,,Custom software development,Tier 1,Poland,22.36,23.15,0.79,Compliant
Closed,2878,Low,Chat,Feature request,2nd line support,Adolpho Messingham,2023-08-15 02:33:23,2023-08-15 02:35:15,2023-08-20 08:28:01,1,Other,Tier 2,Bulgaria,2.56,2.59,0.03,Compliant
Closed,2879,Low,Phone,Pricing and Licensing,1st line support,Connor Danielovitch,2023-08-15 22:12:35,2023-08-15 22:16:50,2023-08-17 05:31:26,3,Custom software development,Tier 1,Republic of Ireland,22.21,22.28,0.07,Compliant
Closed,2881,High,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-08-16 18:24:27,2023-08-16 18:31:12,2023-08-17 05:56:15,5,Custom software development,Tier 1,Republic of Ireland,18.41,18.52,0.11,Compliant
In progress,2883,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-08-16 02:17:56,2023-08-16 02:39:57,,,Ready to use Software,Tier 1,Republic of Ireland,2.30,2.67,0.37,Compliant
In progress,2885,Medium,Email,Bug report,2nd line support,Michele Whyatt,2023-08-16 03:47:10,2023-08-16 04:30:31,,,Training and Consulting Services,Tier 2,Slovenia,3.79,4.51,0.72,Compliant
Resolved,2886,Low,Chat,Bug report,2nd line support,Heather Urry,2023-08-16 16:29:03,2023-08-16 16:30:12,2023-08-16 18:16:42,,Ready to use Software,Tier 2,Italy,16.48,16.50,0.02,Compliant
Closed,2887,High,Email,Feature request,2nd line support,Heather Urry,2023-08-17 05:41:13,2023-08-17 06:37:31,2023-08-18 18:18:39,5,Other,Tier 2,Poland,5.69,6.63,0.94,Compliant
In progress,2888,Medium,Chat,Purchasing and invoicing,1st line support,Nicola Wane,2023-08-17 10:40:47,2023-08-17 10:41:38,,,Custom software development,Tier 1,Poland,10.68,10.69,0.01,Compliant
In progress,2889,Low,Chat,Feature request,1st line support,Nicola Wane,2023-08-17 15:50:32,2023-08-17 15:51:00,,,Custom software development,Tier 1,United Kingdom,15.84,15.85,0.01,Compliant
In progress,2890,Low,Chat,Pricing and Licensing,1st line support,Kristos Westoll,2023-08-17 07:17:22,2023-08-17 07:18:26,,,Custom software development,Tier 1,Italy,7.29,7.31,0.02,Compliant
Closed,2891,Medium,Chat,Pricing and licensing,1st line support,Connor Danielovitch,2023-08-17 14:57:40,2023-08-17 14:57:57,2023-08-18 10:18:11,4,Training and Consulting Services,Tier 1,France,14.96,14.97,0.00,Compliant
Closed,2892,Medium,Email,Product setup,1st line support,Sheela Cutten,2023-08-18 20:56:43,2023-08-18 21:22:50,2023-08-23 06:58:47,3,Ready to use Software,Tier 1,France,20.95,21.38,0.44,Compliant
Resolved,2893,Low,Email,Pricing and Licensing,1st line support,Bernard Beckley,2023-08-18 02:50:04,2023-08-18 05:36:33,2023-08-18 14:29:53,,Custom software development,Tier 1,Greece,2.83,5.61,2.77,Compliant
Resolved,2894,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-08-18 22:39:00,2023-08-18 23:08:04,2023-08-19 00:54:55,,Custom software development,Tier 1,Italy,22.65,23.13,0.48,Compliant
Resolved,2896,Medium,Email,Pricing and Licensing,1st line support,Connor Danielovitch,2023-08-18 20:57:09,2023-08-18 21:06:06,2023-08-19 16:28:04,,Custom software development,Tier 1,Czech Republic,20.95,21.10,0.15,Compliant
Resolved,2897,High,Chat,Purchasing and invoicing,1st line support,Bernard Beckley,2023-08-18 23:15:59,2023-08-18 23:16:04,2023-08-19 14:45:31,,Ready to use Software,Tier 1,Bulgaria,23.27,23.27,0.00,Compliant
Closed,2899,Low,Email,Product setup,1st line support,Sheela Cutten,2023-08-18 18:46:47,2023-08-18 18:51:31,2023-08-19 01:51:24,4,Ready to use Software,Tier 1,United Kingdom,18.78,18.86,0.08,Compliant
Resolved,2900,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-08-19 15:51:41,2023-08-19 16:21:55,2023-08-21 13:15:51,,Ready to use Software,Tier 1,United Kingdom,15.86,16.37,0.50,Compliant
Closed,2901,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-08-19 10:37:55,2023-08-19 11:25:50,2023-08-19 15:35:03,2,Ready to use Software,Tier 1,Germany,10.63,11.43,0.80,Compliant
In progress,2912,Medium,Email,Other,1st line support,Nicola Wane,2023-08-20 00:54:54,2023-08-20 01:42:09,,,Ready to use Software,Tier 1,Poland,0.92,1.70,0.79,Compliant
Closed,2913,Medium,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-08-21 02:02:11,2023-08-21 02:20:56,2023-08-25 09:02:53,2,Other,Tier 1,Poland,2.04,2.35,0.31,Compliant
Closed,2914,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-08-21 05:14:23,2023-08-21 05:14:31,2023-08-22 06:49:08,4,Training and Consulting Services,Tier 1,Greece,5.24,5.24,0.00,Compliant
Resolved,2915,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-08-21 10:03:05,2023-08-21 10:29:22,2023-08-22 06:06:50,,Training and Consulting Services,Tier 1,Czech Republic,10.05,10.49,0.44,Compliant
Closed,2916,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-08-21 03:51:19,2023-08-21 03:52:25,2023-08-21 09:38:24,3,Custom software development,Tier 1,Spain,3.86,3.87,0.02,Compliant
Open,2917,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-08-21 03:01:38,,,,Ready to use Software,Tier 1,Germany,3.03,,,Breached
Closed,2920,High,Email,Pricing and Licensing,1st line support,Bernard Beckley,2023-08-21 02:49:00,2023-08-21 03:09:57,2023-08-21 05:07:33,4,Custom software development,Tier 1,Spain,2.82,3.17,0.35,Compliant
In progress,2921,High,Email,Feature request,1st line support,Connor Danielovitch,2023-08-21 07:26:33,2023-08-21 07:55:48,,,Ready to use Software,Tier 1,Italy,7.44,7.93,0.49,Compliant
In progress,2922,Medium,Chat,Training request,1st line support,Bernard Beckley,2023-08-21 07:51:18,2023-08-21 07:53:13,,,Training and Consulting Services,Tier 1,Germany,7.86,7.89,0.03,Compliant
Resolved,2923,High,Email,Other,1st line support,Kristos Westoll,2023-08-22 04:27:03,2023-08-22 05:06:17,2023-08-23 06:39:22,,Training and Consulting Services,Tier 1,United Kingdom,4.45,5.10,0.65,Compliant
Resolved,2924,High,Email,Product setup,2nd line support,Michele Whyatt,2023-08-22 19:29:31,2023-08-22 19:56:24,2023-08-24 06:07:35,,Other,Tier 2,Germany,19.49,19.94,0.45,Compliant
Resolved,2926,Low,Email,Bug report,2nd line support,Adolpho Messingham,2023-08-22 13:47:01,2023-08-22 14:33:22,2023-08-23 00:31:16,,Ready to use Software,Tier 2,Germany,13.78,14.56,0.77,Compliant
Closed,2927,Low,Email,Bug report,1st line support,Connor Danielovitch,2023-08-22 15:20:45,2023-08-22 15:30:23,2023-08-27 01:55:44,5,Custom software development,Tier 1,United Kingdom,15.35,15.51,0.16,Compliant
Resolved,2928,Low,Email,Feature request,1st line support,Nicola Wane,2023-08-22 07:32:33,2023-08-22 08:04:05,2023-08-24 00:56:04,,Other,Tier 1,Czech Republic,7.54,8.07,0.53,Compliant
Closed,2929,Medium,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,2023-08-22 02:24:14,2023-08-22 02:26:10,2023-08-22 22:18:07,5,Training and Consulting Services,Tier 1,Spain,2.40,2.44,0.03,Compliant
Closed,2930,Low,Chat,Bug report,1st line support,Sheela Cutten,2023-08-22 23:11:45,2023-08-22 23:11:46,2023-08-25 03:55:24,3,Custom software development,Tier 1,Poland,23.20,23.20,0.00,Compliant
Closed,2931,Medium,Chat,Training request,1st line support,Kristos Westoll,2023-08-22 03:00:56,2023-08-22 03:02:12,2023-08-22 11:26:29,5,Training and Consulting Services,Tier 1,Republic of Ireland,3.02,3.04,0.02,Compliant
Closed,2932,Low,Email,Pricing and Licensing,1st line support,Bernard Beckley,2023-08-22 18:07:13,2023-08-22 18:10:59,2023-08-23 19:04:48,4,Custom software development,Tier 1,Italy,18.12,18.18,0.06,Compliant
Closed,2933,High,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-08-22 18:04:49,2023-08-22 18:10:15,2023-08-24 06:31:46,3,Other,Tier 1,Slovenia,18.08,18.17,0.09,Compliant
Closed,2934,High,Phone,Bug report,1st line support,Bernard Beckley,2023-08-22 04:28:36,2023-08-22 04:31:49,2023-08-22 19:31:06,3,Ready to use Software,Tier 1,Germany,4.48,4.53,0.05,Compliant
Resolved,2935,Medium,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-08-23 14:28:02,2023-08-23 14:28:32,2023-08-28 04:44:55,,Custom software development,Tier 1,Republic of Ireland,14.47,14.48,0.01,Compliant
Closed,2936,Low,Email,Product setup,2nd line support,Adolpho Messingham,2023-08-23 17:19:57,2023-08-23 18:17:06,2023-08-25 13:45:47,3,Other,Tier 2,Greece,17.33,18.29,0.95,Compliant
Resolved,2937,Low,Email,Pricing and Licensing,1st line support,Connor Danielovitch,2023-08-23 12:29:57,2023-08-23 13:29:42,2023-08-24 00:34:10,,Custom software development,Tier 1,Austria,12.50,13.50,1.00,Compliant
Resolved,2938,Low,Chat,Purchasing and invoicing,2nd line support,Adolpho Messingham,2023-08-23 09:04:37,2023-08-23 09:06:32,2023-08-24 04:20:45,,Custom software development,Tier 2,Italy,9.08,9.11,0.03,Compliant
Resolved,2939,Low,Email,Feature request,1st line support,Kristos Westoll,2023-08-23 10:00:28,2023-08-23 10:31:49,2023-08-23 20:05:52,,Ready to use Software,Tier 1,Czech Republic,10.01,10.53,0.52,Compliant
In progress,2940,Medium,Chat,Product setup,1st line support,Bernard Beckley,2023-08-23 06:34:06,2023-08-23 06:34:34,,,Ready to use Software,Tier 1,France,6.57,6.58,0.01,Compliant
In progress,2941,Low,Email,Product setup,1st line support,Kristos Westoll,2023-08-23 02:51:32,2023-08-23 04:03:56,,,Training and Consulting Services,Tier 1,Greece,2.86,4.07,1.21,Compliant
Resolved,2942,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-08-23 09:34:18,2023-08-23 09:35:53,2023-08-28 10:56:14,,Ready to use Software,Tier 1,France,9.57,9.60,0.03,Compliant
Closed,2943,Medium,Email,Training request,1st line support,Kristos Westoll,2023-08-23 00:12:56,2023-08-23 00:34:26,2023-08-26 18:56:39,1,Training and Consulting Services,Tier 1,Republic of Ireland,0.22,0.57,0.36,Compliant
Closed,2944,Low,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-08-23 19:12:17,2023-08-23 19:14:11,2023-08-24 07:12:15,1,Custom software development,Tier 1,Italy,19.20,19.24,0.03,Compliant
Resolved,2945,High,Chat,Bug report,1st line support,Connor Danielovitch,2023-08-23 18:56:26,2023-08-23 18:57:39,2023-08-23 23:23:29,,Ready to use Software,Tier 1,France,18.94,18.96,0.02,Compliant
Closed,2946,Low,Phone,Product setup,2nd line support,Michele Whyatt,2023-08-24 01:23:22,2023-08-24 01:23:47,2023-08-25 14:20:48,4,Ready to use Software,Tier 2,Greece,1.39,1.40,0.01,Compliant
Closed,2947,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-08-24 17:27:43,2023-08-24 17:51:53,2023-08-26 03:40:22,1,Custom software development,Tier 1,Germany,17.46,17.86,0.40,Compliant
Closed,2948,Medium,Chat,Product setup,2nd line support,Michele Whyatt,2023-08-24 16:51:43,2023-08-24 16:52:03,2023-08-25 08:09:05,1,Training and Consulting Services,Tier 2,Republic of Ireland,16.86,16.87,0.01,Compliant
Resolved,2949,Low,Chat,Bug report,2nd line support,Adolpho Messingham,2023-08-24 09:50:49,2023-08-24 09:53:13,2023-08-25 17:01:38,,Custom software development,Tier 2,Slovenia,9.85,9.89,0.04,Compliant
Closed,2950,Low,Chat,Product setup,1st line support,Kristos Westoll,2023-08-24 08:02:10,2023-08-24 08:03:47,2023-08-24 18:43:58,2,Ready to use Software,Tier 1,Spain,8.04,8.06,0.03,Compliant
Resolved,2951,High,Email,Product setup,1st line support,Nicola Wane,2023-08-24 18:11:52,2023-08-24 18:39:54,2023-08-28 03:52:45,,Training and Consulting Services,Tier 1,Germany,18.20,18.67,0.47,Compliant
Closed,2952,Medium,Email,Product setup,1st line support,Connor Danielovitch,2023-08-24 07:11:36,2023-08-24 07:58:25,2023-08-26 03:09:55,4,Other,Tier 1,Slovenia,7.19,7.97,0.78,Compliant
In progress,2953,Low,Phone,Product setup,1st line support,Bernard Beckley,2023-08-24 06:44:24,2023-08-24 06:46:05,,,Ready to use Software,Tier 1,Czech Republic,6.74,6.77,0.03,Compliant
Closed,2954,High,Email,Bug report,1st line support,Kristos Westoll,2023-08-24 00:09:49,2023-08-24 05:49:01,2023-08-24 01:16:24,2,Ready to use Software,Tier 1,Germany,0.16,5.82,5.65,Breached
Resolved,2955,High,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-08-24 04:59:59,2023-08-24 05:10:38,2023-08-25 10:26:24,,Other,Tier 1,Czech Republic,5.00,5.18,0.18,Compliant
Closed,2956,Medium,Chat,Product setup,1st line support,Connor Danielovitch,2023-08-24 03:29:42,2023-08-24 08:07:33,2023-08-24 20:36:37,4,Training and Consulting Services,Tier 1,Bulgaria,3.50,8.13,4.63,Breached
Closed,2957,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-08-25 18:54:17,2023-08-25 19:10:38,2023-08-27 00:36:23,3,Training and Consulting Services,Tier 1,Czech Republic,18.90,19.18,0.27,Compliant
Closed,2958,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,2023-08-25 19:31:27,2023-08-25 19:32:56,2023-08-31 12:37:19,4,Ready to use Software,Tier 1,Slovenia,19.52,19.55,0.02,Compliant
Resolved,2959,Low,Email,Pricing and Licensing,1st line support,Nicola Wane,2023-08-25 21:09:36,2023-08-25 21:50:24,2023-08-26 10:21:37,,Custom software development,Tier 1,United Kingdom,21.16,21.84,0.68,Compliant
Resolved,2960,Low,Email,Feature request,2nd line support,Adolpho Messingham,2023-08-25 20:56:12,2023-08-25 21:21:58,2023-08-25 22:37:28,,Other,Tier 2,Germany,20.94,21.37,0.43,Compliant
Resolved,2961,Low,Email,Product setup,1st line support,Bernard Beckley,2023-08-25 22:55:35,2023-08-25 23:18:33,2023-08-26 20:02:32,,Training and Consulting Services,Tier 1,Italy,22.93,23.31,0.38,Compliant
Resolved,2962,Low,Chat,Bug report,1st line support,Connor Danielovitch,2023-08-26 01:17:34,2023-08-26 01:18:44,2023-08-26 15:47:49,,Custom software development,Tier 1,Germany,1.29,1.31,0.02,Compliant
Closed,2974,Medium,Chat,Product setup,1st line support,Bernard Beckley,2023-08-27 12:53:28,2023-08-27 12:54:21,2023-08-27 16:18:23,3,Ready to use Software,Tier 1,United Kingdom,12.89,12.91,0.01,Compliant
Closed,2975,High,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-08-27 12:42:24,2023-08-27 13:08:21,2023-08-28 22:19:13,5,Custom software development,Tier 1,Germany,12.71,13.14,0.43,Compliant
In progress,2976,Medium,Chat,Bug report,2nd line support,Heather Urry,2023-08-28 12:32:47,2023-08-28 12:34:29,,,Ready to use Software,Tier 2,Bulgaria,12.55,12.57,0.03,Compliant
Resolved,2977,Low,Phone,Purchasing and invoicing,1st line support,Nicola Wane,2023-08-28 21:46:09,2023-08-28 21:47:20,2023-08-29 20:48:50,,Custom software development,Tier 1,France,21.77,21.79,0.02,Compliant
In progress,2978,Low,Email,Feature request,1st line support,Connor Danielovitch,2023-08-28 12:12:43,2023-08-28 12:19:40,,,Custom software development,Tier 1,Spain,12.21,12.33,0.12,Compliant
Resolved,2979,Low,Chat,Product setup,1st line support,Nicola Wane,2023-08-28 05:34:03,2023-08-28 05:34:24,2023-08-29 12:19:38,,Other,Tier 1,Italy,5.57,5.57,0.01,Compliant
Closed,2980,Medium,Email,Training request,1st line support,Bernard Beckley,2023-08-28 01:24:31,2023-08-28 02:03:11,2023-08-29 08:50:13,4,Training and Consulting Services,Tier 1,Republic of Ireland,1.41,2.05,0.64,Compliant
Resolved,2981,High,Chat,Pricing and licensing,1st line support,Kristos Westoll,2023-08-28 09:07:20,2023-08-28 09:12:47,2023-08-29 07:38:16,,Ready to use Software,Tier 1,Bulgaria,9.12,9.21,0.09,Compliant
In progress,2982,Medium,Email,Product setup,1st line support,Connor Danielovitch,2023-08-28 10:05:38,2023-08-28 10:21:38,,,Ready to use Software,Tier 1,Spain,10.09,10.36,0.27,Compliant
In progress,2983,Low,Phone,Other,1st line support,Bernard Beckley,2023-08-28 19:45:35,2023-08-28 19:50:55,,,Training and Consulting Services,Tier 1,Germany,19.76,19.85,0.09,Compliant
Closed,2984,Low,Email,Product setup,1st line support,Bernard Beckley,2023-08-29 08:29:05,2023-08-29 08:55:18,2023-08-31 00:22:22,4,Ready to use Software,Tier 1,Slovenia,8.48,8.92,0.44,Compliant
In progress,2985,Low,Email,Pricing and licensing,2nd line support,Adolpho Messingham,2023-08-29 06:58:39,2023-08-29 07:15:24,,,Ready to use Software,Tier 2,Bulgaria,6.98,7.26,0.28,Compliant
Closed,2986,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-08-29 11:45:15,2023-08-29 11:59:05,2023-08-31 07:00:13,3,Ready to use Software,Tier 1,Poland,11.75,11.98,0.23,Compliant
Resolved,2987,Medium,Chat,Bug report,1st line support,Nicola Wane,2023-08-29 05:25:56,2023-08-29 05:26:50,2023-08-31 05:38:12,,Custom software development,Tier 1,Poland,5.43,5.45,0.02,Compliant
Resolved,2988,Medium,Chat,Training request,1st line support,Connor Danielovitch,2023-08-29 08:19:53,2023-08-29 08:25:33,2023-08-29 20:58:18,,Training and Consulting Services,Tier 1,Italy,8.33,8.43,0.09,Compliant
Resolved,2989,High,Email,Product setup,2nd line support,Adolpho Messingham,2023-08-29 05:38:56,2023-08-29 05:58:09,2023-08-29 12:09:42,,Ready to use Software,Tier 2,Italy,5.65,5.97,0.32,Compliant
Closed,2990,Medium,Email,Other,1st line support,Nicola Wane,2023-08-29 22:00:38,2023-08-29 22:48:25,2023-08-30 06:38:55,2,Ready to use Software,Tier 1,Austria,22.01,22.81,0.80,Compliant
Closed,2991,Medium,Email,Feature request,2nd line support,Heather Urry,2023-08-30 21:41:11,2023-08-30 22:33:12,2023-09-01 06:32:20,5,Ready to use Software,Tier 2,United Kingdom,21.69,22.55,0.87,Compliant
Closed,2992,Low,Phone,Purchasing and invoicing,1st line support,Sheela Cutten,2023-08-30 17:06:02,2023-08-30 17:07:11,2023-08-31 18:10:36,3,Ready to use Software,Tier 1,United Kingdom,17.10,17.12,0.02,Compliant
Closed,2993,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-08-30 10:31:49,2023-08-30 11:27:57,2023-09-02 00:27:52,3,Ready to use Software,Tier 1,Austria,10.53,11.47,0.94,Compliant
Closed,2994,Low,Chat,Product setup,2nd line support,Adolpho Messingham,2023-08-30 23:45:05,2023-08-30 23:46:52,2023-09-04 04:57:09,5,Ready to use Software,Tier 2,Republic of Ireland,23.75,23.78,0.03,Compliant
Closed,2995,High,Email,Feature request,2nd line support,Adolpho Messingham,2023-08-30 12:44:26,2023-08-30 13:13:59,2023-08-30 21:25:57,4,Other,Tier 2,Bulgaria,12.74,13.23,0.49,Compliant
Closed,2996,Low,Chat,Bug report,2nd line support,Heather Urry,2023-08-30 09:09:49,2023-08-30 09:10:43,2023-08-30 09:48:24,1,Training and Consulting Services,Tier 2,Poland,9.16,9.18,0.01,Compliant
In progress,2997,Low,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,2023-08-30 19:32:54,2023-08-30 19:33:09,,,Other,Tier 1,Austria,19.55,19.55,0.00,Compliant
Resolved,2998,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,2023-08-30 04:21:13,2023-08-30 04:21:44,2023-08-31 02:01:37,,Ready to use Software,Tier 1,Republic of Ireland,4.35,4.36,0.01,Compliant
Resolved,2999,Low,Email,Feature request,1st line support,Nicola Wane,2023-08-30 05:34:14,2023-08-30 05:52:40,2023-09-02 04:34:12,,Ready to use Software,Tier 1,Italy,5.57,5.88,0.31,Compliant
In progress,3000,Low,Phone,Product setup,1st line support,Nicola Wane,2023-08-31 02:16:21,2023-08-31 02:18:19,,,Other,Tier 1,Slovenia,2.27,2.31,0.03,Compliant
Closed,3001,Low,Email,Feature request,2nd line support,Michele Whyatt,2023-08-31 17:03:27,2023-08-31 22:45:14,2023-09-01 20:34:28,4,Ready to use Software,Tier 2,Poland,17.06,22.75,5.70,Breached
Resolved,3002,Medium,Email,Product setup,1st line support,Connor Danielovitch,2023-08-31 22:11:35,2023-08-31 22:32:56,2023-09-02 22:06:58,,Ready to use Software,Tier 1,Czech Republic,22.19,22.55,0.36,Compliant
Resolved,3003,Low,Phone,Product setup,1st line support,Bernard Beckley,2023-08-31 16:32:43,2023-08-31 16:34:37,2023-09-01 05:33:45,,Ready to use Software,Tier 1,Germany,16.55,16.58,0.03,Compliant
In progress,3004,High,Chat,Pricing and Licensing,1st line support,Sheela Cutten,2023-08-31 17:52:50,2023-08-31 17:54:36,,,Custom software development,Tier 1,Austria,17.88,17.91,0.03,Compliant
